Age (bin);Age;Cabin;Min(0);Class;AgeGroup;SurvivedCat;AgeSexShapeName;AgeGroupSize;EmbarkedIcon;PassCountLabel;AgeSexClass;Percent survived;Title;TitleFull;FamilySize;PointNew;MapPlaceLabel;EmbarkedIcon2;Embarked (titatic-ports.csv);EmbarkedName;Embarked;FamilySize (bin);Fare (bin);Fare;Name;Number of Records;Parch;PassengerId;Pclass;Point;Sex;SibSp;Survived;Ticket;Timestamp;city;country;lat;lon
10;11;;0;Third;Child;Died;Child female;2;0;"Boarding passengers: 1
Avg. Fare: 31.27";Child female Third;0;Miss;Miss;7;1;Southampton, United Kingdom;3;S;Southampton;S;7;20;31,275;Andersson, Miss. Sigrid Elisabeth;1;2;543;3;1;female;4;0;347082;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;39;;0;Third;Adult;Died;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 31.27";Adult female Third;0;Mrs;Mrs;7;1;Southampton, United Kingdom;3;S;Southampton;S;7;20;31,275;Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren);1;5;611;3;1;female;1;0;347082;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;22;;0;Third;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 7.7800000000000002";Adult female Third;100;Miss;Miss;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,775;Ohman, Miss. Velin;1;0;555;3;1;female;0;1;347085;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;18;;0;Third;Teen;Died;Teen female;3;0;"Boarding passengers: 1
Avg. Fare: 7.7800000000000002";Teen female Third;0;Miss;Miss;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,775;Pettersson, Miss. Ellen Natalia;1;0;808;3;1;female;0;0;347087;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
5;9;;0;Third;Child;Died;Child female;2;0;"Boarding passengers: 1
Avg. Fare: 27.899999999999999";Child female Third;0;Miss;Miss;6;1;Southampton, United Kingdom;3;S;Southampton;S;6;20;27,9;Skoog, Miss. Mabel;1;2;635;3;1;female;3;0;347088;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
0;2;;0;Third;Infant;Died;Infant female;1;0;"Boarding passengers: 1
Avg. Fare: 27.899999999999999";Infant female Third;0;Miss;Miss;6;1;Southampton, United Kingdom;3;S;Southampton;S;6;20;27,9;Skoog, Miss. Margit Elizabeth;1;2;643;3;1;female;3;0;347088;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
45;45;;0;Third;Adult;Died;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 27.899999999999999";Adult female Third;0;Mrs;Mrs;6;1;Southampton, United Kingdom;3;S;Southampton;S;6;20;27,9;Skoog, Mrs. William (Anna Bernhardina Karlsson);1;4;168;3;1;female;1;0;347088;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;26;;0;Third;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 7.8499999999999996";Adult female Third;100;Miss;Miss;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,8542;Nilsson, Miss. Helmina Josefina;1;0;316;3;1;female;0;1;347470;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
0;1;;0;Third;Infant;Survived;Infant female;1;0;"Boarding passengers: 1
Avg. Fare: 11.130000000000001";Infant female Third;100;Miss;Miss;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;0;11,1333;Johnson, Miss. Eleanor Ileen;1;1;173;3;1;female;1;1;347742;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;27;;0;Third;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 11.130000000000001";Adult female Third;100;Mrs;Mrs;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;0;11,1333;Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg);1;2;9;3;1;female;0;1;347742;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;24;;0;Third;Adult;Died;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 8.8499999999999996";Adult female Third;0;Miss;Miss;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,85;Haas, Miss. Aloisia;1;0;294;3;1;female;0;0;349236;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;18;;0;Third;Teen;Died;Teen female;3;0;"Boarding passengers: 1
Avg. Fare: 17.800000000000001";Teen female Third;0;Mrs;Mrs;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;0;17,8;Arnold-Franchi, Mrs. Josef (Josefine Franchi);1;0;50;3;1;female;1;0;349237;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;31;;0;Third;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 8.6799999999999997";Adult female Third;100;Mrs;Mrs;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,6833;Osman, Mrs. Mara;1;0;798;3;1;female;0;1;349244;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;28;;0;Third;Adult;Died;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 7.9000000000000004";Adult female Third;0;Miss;Miss;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,8958;Petranec, Miss. Matilda;1;0;101;3;1;female;0;0;349245;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
0;3;;0;Third;Child;Died;Child female;2;0;"Boarding passengers: 1
Avg. Fare: 21.07";Child female Third;0;Miss;Miss;5;1;Southampton, United Kingdom;3;S;Southampton;S;5;20;21,075;Palsson, Miss. Stina Viola;1;1;375;3;1;female;3;0;349909;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
5;8;;0;Third;Child;Died;Child female;2;0;"Boarding passengers: 1
Avg. Fare: 21.07";Child female Third;0;Miss;Miss;5;1;Southampton, United Kingdom;3;S;Southampton;S;5;20;21,075;Palsson, Miss. Torborg Danira;1;1;25;3;1;female;3;0;349909;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;29;;0;Third;Adult;Died;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 21.07";Adult female Third;0;Mrs;Mrs;5;1;Southampton, United Kingdom;3;S;Southampton;S;5;20;21,075;Palsson, Mrs. Nils (Alma Cornelia Berglund);1;4;568;3;1;female;0;0;349909;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;19;;0;Third;Teen;Survived;Teen female;3;0;"Boarding passengers: 1
Avg. Fare: 7.8499999999999996";Teen female Third;100;Miss;Miss;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;0;7,8542;Andersen-Jensen, Miss. Carla Christine Nielsine;1;0;193;3;1;female;1;1;350046;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
10;14;;0;Third;Teen;Died;Teen female;3;0;"Boarding passengers: 1
Avg. Fare: 7.8499999999999996";Teen female Third;0;Miss;Miss;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,8542;Vestrom, Miss. Hulda Amanda Adolfina;1;0;15;3;1;female;0;0;350406;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;31;;0;Third;Adult;Died;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 7.8499999999999996";Adult female Third;0;Miss;Miss;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,8542;Olsson, Miss. Elina;1;0;397;3;1;female;0;0;350407;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;31;;0;Third;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 20.52";Adult female Third;100;Mrs;Mrs;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;20;20,525;Goldsmith, Mrs. Frank John (Emily Alice Brown);1;1;329;3;1;female;1;1;363291;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;30;;0;Third;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 12.470000000000001";Adult female Third;100;Miss;Miss;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;12,475;Dowdell, Miss. Elizabeth;1;0;80;3;1;female;0;1;364516;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
5;5;;0;Third;Child;Survived;Child female;2;0;"Boarding passengers: 1
Avg. Fare: 12.470000000000001";Child female Third;100;Miss;Miss;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;12,475;Emanuel, Miss. Virginia Ethel;1;0;778;3;1;female;0;1;364516;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
45;45;;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 164.87";Adult female First;100;Mrs;Mrs;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;160;164,8667;Wick, Mrs. George Dennick (Mary Hitchcock);1;1;857;1;1;female;1;1;36928;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
40;41;;0;Third;Adult;Died;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 20.210000000000001";Adult female Third;0;Mrs;Mrs;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;20;20,2125;Rosblom, Mrs. Viktor (Helena Wilhelmina);1;2;255;3;1;female;0;0;370129;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;33;;0;Third;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 16.100000000000001";Adult female Third;100;Mrs;Mrs;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;0;16,1;Thorneycroft, Mrs. Percival (Florence Kate White);1;0;432;3;1;female;1;1;376564;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;34;;0;Third;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 16.100000000000001";Adult female Third;100;Mrs;Mrs;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;0;16,1;Davison, Mrs. Thomas Henry (Mary E Finck);1;0;348;3;1;female;1;1;386525;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;18;;0;Third;Teen;Survived;Teen female;3;0;"Boarding passengers: 1
Avg. Fare: 9.3499999999999996";Teen female Third;100;Mrs;Mrs;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;0;9,35;Aks, Mrs. Sam (Leah Rosen);1;1;856;3;1;female;0;1;392091;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
0;3;;0;Third;Child;Died;Child female;2;0;"Boarding passengers: 1
Avg. Fare: 25.469999999999999";Child female Third;0;Miss;Miss;5;1;Southampton, United Kingdom;3;S;Southampton;S;5;20;25,4667;Lefebre, Miss. Ida;1;1;410;3;1;female;3;0;4133;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
5;8;;0;Third;Child;Died;Child female;2;0;"Boarding passengers: 1
Avg. Fare: 25.469999999999999";Child female Third;0;Miss;Miss;5;1;Southampton, United Kingdom;3;S;Southampton;S;5;20;25,4667;Lefebre, Miss. Jeannie;1;1;486;3;1;female;3;0;4133;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
10;12;;0;Third;Child;Died;Child female;2;0;"Boarding passengers: 1
Avg. Fare: 25.469999999999999";Child female Third;0;Miss;Miss;5;1;Southampton, United Kingdom;3;S;Southampton;S;5;20;25,4667;Lefebre, Miss. Mathilde;1;1;230;3;1;female;3;0;4133;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
60;63;;0;Third;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 9.5899999999999999";Adult female Third;100;Mrs;Mrs;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;9,5875;Turkula, Mrs. (Hedwig);1;0;484;3;1;female;0;1;4134;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;37;;0;Third;Adult;Died;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 9.5899999999999999";Adult female Third;0;Miss;Miss;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;9,5875;Laitinen, Miss. Kristina Sofia;1;0;504;3;1;female;0;0;4135;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;20;;0;Third;Teen;Died;Teen female;3;0;"Boarding passengers: 1
Avg. Fare: 9.8200000000000003";Teen female Third;0;Miss;Miss;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;0;9,825;Jussila, Miss. Katriina;1;0;114;3;1;female;1;0;4136;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;21;;0;Third;Adult;Died;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 9.8200000000000003";Adult female Third;0;Miss;Miss;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;0;9,825;Jussila, Miss. Mari Aina;1;0;403;3;1;female;1;0;4137;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;18;;0;Third;Teen;Survived;Teen female;3;0;"Boarding passengers: 1
Avg. Fare: 9.8399999999999999";Teen female Third;100;Miss;Miss;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;9,8417;Turja, Miss. Anna Sofia;1;0;678;3;1;female;0;1;4138;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
40;40;;0;Third;Adult;Died;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 9.4700000000000006";Adult female Third;0;Mrs;Mrs;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;0;9,475;Ahlin, Mrs. Johan (Johanna Persdotter Larsson);1;0;41;3;1;female;1;0;7546;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;22;;0;Third;Adult;Died;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 10.52";Adult female Third;0;Miss;Miss;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;10,5167;Dahlberg, Miss. Gerda Ulrika;1;0;883;3;1;female;0;0;7552;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;22;;0;Third;Adult;Died;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 9.8399999999999999";Adult female Third;0;Miss;Miss;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;9,8375;Strandberg, Miss. Ida Sofia;1;0;475;3;1;female;0;0;7553;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;26;;0;Third;Adult;Died;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 16.100000000000001";Adult female Third;0;Mrs;Mrs;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;0;16,1;Lobb, Mrs. William Arthur (Cordelia K Stanlick);1;0;618;3;1;female;1;0;A/5. 3336;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
45;47;;0;Third;Adult;Died;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 14.5";Adult female Third;0;Mrs;Mrs;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;0;14,5;Robins, Mrs. Alexander A (Grace Charity Laury);1;0;133;3;1;female;1;0;A/5. 3337;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;22;;0;Third;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 7.25";Adult female Third;100;Miss;Miss;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,25;Landergren, Miss. Aurora Adelia;1;0;377;3;1;female;0;1;C 7077;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;35;;0;Third;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 20.25";Adult female Third;100;Mrs;Mrs;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;20;20,25;Abbott, Mrs. Stanton (Rosa Hunt);1;1;280;3;1;female;1;1;C.A. 2673;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;21;;0;Second;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 10.5";Adult female Second;100;Miss;Miss;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;10,5;Rugg, Miss. Emily;1;0;57;2;1;female;0;1;C.A. 31026;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
5;8;;0;Second;Child;Survived;Child female;2;0;"Boarding passengers: 1
Avg. Fare: 26.25";Child female Second;100;Miss;Miss;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;20;26,25;"Collyer, Miss. Marjorie ""Lottie""";1;2;238;2;1;female;0;1;C.A. 31921;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;31;;0;Second;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 26.25";Adult female Second;100;Mrs;Mrs;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;20;26,25;Collyer, Mrs. Harvey (Charlotte Annie Tate);1;1;802;2;1;female;1;1;C.A. 31921;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
40;40;;0;Second;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 15.75";Adult female Second;100;Mrs;Mrs;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;15,75;"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)";1;0;162;2;1;female;0;1;C.A. 33595;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
5;5;;0;Second;Child;Survived;Child female;2;0;"Boarding passengers: 1
Avg. Fare: 27.75";Child female Second;100;Miss;Miss;4;1;Southampton, United Kingdom;3;S;Southampton;S;4;20;27,75;West, Miss. Constance Mirium;1;2;59;2;1;female;1;1;C.A. 34651;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
30;33;;0;Second;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 27.75";Adult female Second;100;Mrs;Mrs;4;1;Southampton, United Kingdom;3;S;Southampton;S;4;20;27,75;West, Mrs. Edwy Arthur (Ada Mary Worth);1;2;473;2;1;female;1;1;C.A. 34651;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;16;;0;Third;Teen;Died;Teen female;3;0;"Boarding passengers: 1
Avg. Fare: 46.899999999999999";Teen female Third;0;Miss;Miss;8;1;Southampton, United Kingdom;3;S;Southampton;S;8;40;46,9;Goodwin, Miss. Lillian Amy;1;2;72;3;1;female;5;0;CA 2144;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
40;43;;0;Third;Adult;Died;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 46.899999999999999";Adult female Third;0;Mrs;Mrs;8;1;Southampton, United Kingdom;3;S;Southampton;S;8;40;46,9;Goodwin, Mrs. Frederick (Augusta Tyler);1;6;679;3;1;female;1;0;CA 2144;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;23;;0;Third;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 7.5499999999999998";Adult female Third;100;Miss;Miss;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,55;Stanley, Miss. Amy Zillah Elsie;1;0;650;3;1;female;0;1;CA. 2314;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
5;8;;0;Third;Child;Died;Child female;2;0;"Boarding passengers: 1
Avg. Fare: 69.549999999999997";Child female Third;0;Miss;Miss;11;1;Southampton, United Kingdom;3;S;Southampton;S;11;60;69,55;Sage, Miss. Constance Gladys;1;2;181;3;1;female;8;0;CA. 2343;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
10;14;;0;Third;Teen;Died;Teen female;3;0;"Boarding passengers: 1
Avg. Fare: 69.549999999999997";Teen female Third;0;Miss;Miss;11;1;Southampton, United Kingdom;3;S;Southampton;S;11;60;69,55;"Sage, Miss. Dorothy Edith ""Dolly""";1;2;864;3;1;female;8;0;CA. 2343;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;20;;0;Third;Teen;Died;Teen female;3;0;"Boarding passengers: 1
Avg. Fare: 69.549999999999997";Teen female Third;0;Miss;Miss;11;1;Southampton, United Kingdom;3;S;Southampton;S;11;60;69,55;Sage, Miss. Stella Anna;1;2;793;3;1;female;8;0;CA. 2343;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
35;35;;0;Second;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 21";Adult female Second;100;Miss;Miss;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;20;21;Cameron, Miss. Clear Annie;1;0;212;2;1;female;0;1;F.C.C. 13528;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
5;7;;0;Second;Child;Survived;Child female;2;0;"Boarding passengers: 1
Avg. Fare: 26.25";Child female Second;100;Miss;Miss;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;20;26,25;Hart, Miss. Eva Miriam;1;2;536;2;1;female;0;1;F.C.C. 13529;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
45;45;;0;Second;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 26.25";Adult female Second;100;Mrs;Mrs;3;1;Southampton, United Kingdom;3;S;Southampton;S;3;20;26,25;Hart, Mrs. Benjamin (Esther Ada Bloomfield);1;1;441;2;1;female;1;1;F.C.C. 13529;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
50;50;;0;Second;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 10.5";Adult female Second;100;Miss;Miss;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;10,5;Toomey, Miss. Ellen;1;0;459;2;1;female;0;1;F.C.C. 13531;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
40;42;;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 133.65000000000001";Adult female First;100;Mrs;Mrs;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;120;133,65;Frauenthal, Mrs. Henry William (Clara Heinsheimer);1;0;335;1;1;female;1;1;PC 17611;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
40;42;;0;Second;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 26";Adult female Second;100;Mrs;Mrs;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;20;26;Louch, Mrs. Charles Alexander (Alice Adelaide Slow);1;0;433;2;1;female;1;1;SC/AH 3085;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
15;17;;0;Second;Teen;Survived;Teen female;3;0;"Boarding passengers: 1
Avg. Fare: 10.5";Teen female Second;100;Miss;Miss;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;10,5;Ilett, Miss. Bertha;1;0;85;2;1;female;0;1;SO/C 14885;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
60;62;;0;Third;Adult;Died;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 8.0500000000000007";Adult female Third;0;Miss;Miss;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;8,05;Meanwell, Miss. (Marion Ogden);1;0;565;3;1;female;0;0;SOTON/O.Q. 392087;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;25;;0;Third;Adult;Died;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 7.9199999999999999";Adult female Third;0;Miss;Miss;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;0;7,925;Ilmakangas, Miss. Pieta Sofia;1;0;730;3;1;female;1;0;STON/O2. 3101271;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
20;24;;0;Third;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 15.85";Adult female Third;100;Mrs;Mrs;2;1;Southampton, United Kingdom;3;S;Southampton;S;2;0;15,85;Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck);1;0;143;3;1;female;1;1;STON/O2. 3101279;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;26;;0;Third;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 7.9199999999999999";Adult female Third;100;Miss;Miss;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,925;Heikkinen, Miss. Laina;1;0;3;3;1;female;0;1;STON/O2. 3101282;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
25;27;;0;Third;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 7.9199999999999999";Adult female Third;100;Miss;Miss;1;1;Southampton, United Kingdom;3;S;Southampton;S;1;0;7,925;Honkanen, Miss. Eliina;1;0;217;3;1;female;0;1;STON/O2. 3101283;10.05.1912 12:00:00;Southampton;United Kingdom;50,9137998;-1,4705322
